"","PC1","PC2","PC3","PC4","PC5"
"2.A.1 Active Listening",-0.138375066293063,-0.0403547385069065,0.0301956966233345,-0.04106150010923,0.0236197193364235
"2.A.1 Mathematics",-0.087365802427039,0.0883177866898497,0.161007751235294,0.0494420717696261,-0.134801196712116
"2.A.1 Reading Comprehension",-0.136252914755335,-0.0151400821730749,0.102193634955663,-0.0590992387668854,-0.00594055772799766
"2.A.1 Science",-0.0688305058874378,0.0877805172317524,0.13164149241141,-0.183394534492218,-0.084804022688665
"2.A.1 Speaking",-0.142227170840395,-0.0381735037743308,0.00431410828116774,-0.0131083952638976,0.0142468909220543
"2.A.1 Writing",-0.136271608744955,-0.0221601309093164,0.0857457208813006,-0.0430167599680796,0.00471722472865041
"2.A.2 Active Learning",-0.140254296385401,0.0159331563756491,0.0552606345943352,-0.0441217181106967,0.0206846441179875
"2.A.2 Critical Thinking",-0.139485459363425,0.024275184795631,0.0632552504871227,-0.0365520538225301,-0.00367661053893781
"2.A.2 Learning Strategies",-0.128173149546726,0.0183325326804859,-0.028874080189546,-0.0496698163719155,0.0470463342867948
"2.A.2 Monitoring",-0.124523268441326,0.0544024375226736,-0.0670180925881193,-0.0187645683185771,-0.0634448313815186
"2.B.1 Coordination",-0.117690701268527,0.0376796315223637,-0.135026438048049,0.0816319358459714,0.0182010943747589
"2.B.1 Instructing",-0.12774482848123,0.0208472551630993,-0.0462351776761301,-0.049622233284034,0.044904015722792
"2.B.1 Negotiation",-0.127372116448979,-0.0260982686718036,-0.0749175553008463,0.122077779383838,0.00847896723306729
"2.B.1 Persuasion",-0.13181380359136,-0.0310199773622859,-0.0575713633993756,0.0822546098539988,0.034694860521555
"2.B.1 Service Orientation",-0.10883777611383,-0.0837959359004765,-0.102681132915722,-0.0559485642569307,0.072673527967831
"2.B.1 Social Perceptiveness",-0.12461459422664,-0.0582352431879024,-0.118881434331785,-0.043603897284375,0.0426844378443179
"2.B.2 Complex Problem Solving",-0.133896720914958,0.0630386596336048,0.0682681545612319,-0.0231847545020947,0.0114067699789417
"2.B.3 Equipment Maintenance",0.0771086749241006,0.171742605789472,-0.0454049395635406,-0.0460507003287037,0.123252964108632
"2.B.3 Equipment Selection",0.0653577345998638,0.189902881294792,-0.0193440042313139,-0.0218539374701905,0.11665452718167
"2.B.3 Installation",0.0348314015883299,0.120244393442996,0.0222001153280294,-0.0258302379699714,0.250069512294727
"2.B.3 Operation and Control",0.0813845130732596,0.172733128296978,-0.0882971260070168,-0.0458917817855,0.00144058374681032
"2.B.3 Operations Analysis",-0.0920639542133438,0.0950796011049393,0.124656699350938,0.0825244626528773,0.0276698245195421
"2.B.3 Operations Monitoring",0.0589004649550744,0.202433494738858,-0.0410384775774358,-0.0538720179895794,-0.0200886025480212
"2.B.3 Programming",-0.0485062274210207,0.0310775468225821,0.232225471789297,-0.0018119663840618,0.0130854166711616
"2.B.3 Quality Control Analysis",0.0397308857412846,0.208509446349221,0.0192819182813726,-0.0196971529018426,0.00454848960705773
"2.B.3 Repairing",0.0733604316530705,0.171127787543822,-0.0412665999024631,-0.0381649522848941,0.145727431643987
"2.B.3 Technology Design",-0.046930872477604,0.116921928167108,0.18177706530812,0.00155334141344759,0.0962113562425564
"2.B.3 Troubleshooting",0.0665566158274519,0.195756754411063,-0.0134764047830385,-0.0511516042327202,0.109764859917833
"2.B.4 Judgment and Decision Making",-0.138934225151708,0.0353363250870568,0.0288668748600477,-0.0173597596138517,-0.0198982202414702
"2.B.4 Systems Analysis",-0.131246536372551,0.0715685571883308,0.0740699965034273,0.030733852760863,0.00942177844730301
"2.B.4 Systems Evaluation",-0.13204856389036,0.0712620520089171,0.0542509480853884,0.0321693995467159,0.00811189970450391
"2.B.5 Management of Financial Resources",-0.100324932517822,0.0471210795693945,-0.0534282277476539,0.220491122187622,-0.0860343081147549
"2.B.5 Management of Material Resources",-0.0928687240281228,0.0825856496056414,-0.0812276279208442,0.190421164425746,-0.0658048012217315
"2.B.5 Management of Personnel Resources",-0.112385735972638,0.0661084975283652,-0.118759146765385,0.122788794015602,-0.0503500975858385
"2.B.5 Time Management",-0.123087301905364,0.0412817911901018,-0.0796755499452778,0.0923366019455576,-0.0235929105729787
"2.C.1 Administration and Management",-0.111682306660707,0.0421180145077551,-0.0913321904074134,0.173738800412409,-0.034459602417016
"2.C.1 Administrative",-0.0965858163704205,-0.071309736848993,0.00477186648490716,0.0257589675874957,-0.0185197370486967
"2.C.1 Customer and Personal Service",-0.0824619402071999,-0.080009322859546,-0.115269872408646,-0.0225488694920708,0.0628033287155769
"2.C.1 Economics and Accounting",-0.086040670678599,-0.019960499512257,-0.00679917215724402,0.170484513887238,-0.129806514385281
"2.C.1 Personnel and Human Resources",-0.106769534113787,0.0182845055557242,-0.133696619231613,0.114521866144621,-0.07897091916883
"2.C.1 Sales and Marketing",-0.0587912651226997,-0.0381103176811016,-0.037753811240181,0.176963297531349,0.0823226675623316
"2.C.1 Transportation",0.00225739104434587,0.0667162298254866,-0.107327693506127,0.0699217429539103,0.0383040677769019
"2.C.2 Food Production",0.00896481975063237,0.00320578320199875,-0.0917436846024078,0.0737343684417724,-0.12934589376035
"2.C.2 Production and Processing",0.0216221778675198,0.142664200227184,-0.0113660735197203,0.127648154867488,-0.146138740257175
"2.C.3 Building and Construction",0.00582216384860861,0.137152753788654,-0.0425879331656062,0.110960488859771,0.115342497423912
"2.C.3 Computers and Electronics",-0.0924347476184438,0.0269002038848151,0.192430178449026,0.0025575863507433,0.115022115089276
"2.C.3 Design",-0.0145005009308407,0.156192438384386,0.116045060750853,0.108373768119749,0.160720651450896
"2.C.3 Engineering and Technology",-0.0254156173262576,0.191145642727827,0.135967563830583,0.0529130478201208,0.0698032141461066
"2.C.3 Mechanical",0.0512819994854889,0.208759268734673,-0.0391261346725543,0.0136943833776076,0.0804852490559433
"2.C.4 Biology",-0.051455511836263,0.0267717897477412,-0.0377308266696367,-0.201122675138194,-0.139167731652551
"2.C.4 Chemistry",-0.0167991788450693,0.138667401757753,0.00468596118931108,-0.135762174575524,-0.139530113123445
"2.C.4 Geography",-0.053144405901327,0.0144231370480902,0.0364707978096515,0.0347214100478857,0.124446183799056
"2.C.4 Mathematics",-0.0747171025735824,0.111296141819737,0.159217216609798,0.0687330998729061,-0.100841514351222
"2.C.4 Physics",-0.0197832376524142,0.180637633619322,0.092138909002332,-0.0732560397749951,0.0234400388198323
"2.C.4 Psychology",-0.0908464514339952,-0.0617040805935072,-0.157661816516287,-0.168784997658416,0.0659606120384981
"2.C.4 Sociology and Anthropology",-0.0930188147494505,-0.0930812341090086,-0.0838952119105733,-0.129260610816363,0.162888711207607
"2.C.5 Medicine and Dentistry",-0.0461485364036422,-0.01487116718014,-0.0840134479074931,-0.252423781742184,-0.0870298682418932
"2.C.5 Therapy and Counseling",-0.0691693929315034,-0.0620509527324022,-0.139525420677036,-0.216507625307727,0.051505080802206
"2.C.6 Education and Training",-0.105354888655555,0.0174971109081167,-0.0947549303585698,-0.106393831623238,0.0526601203073485
"2.C.7 English Language",-0.123158022947777,-0.0635408954208023,0.0715131698826191,-0.0483858881260256,0.102828642351172
"2.C.7 Fine Arts",-0.0119040866884504,-0.0533429484219031,0.0154978567174198,0.0596289290851857,0.279401913963929
"2.C.7 Foreign Language",-0.0566644487622622,-0.057322917518715,-0.0613595717768397,-0.0897722014546084,0.098220580636297
"2.C.7 History and Archeology",-0.0486729382975277,-0.04617081782619,0.00306818433515449,-0.00760015572966836,0.218587454036708
"2.C.7 Philosophy and Theology",-0.0760814909213357,-0.0835914446842553,-0.107143208975647,-0.112091991923426,0.181799786994229
"2.C.8 Law and Government",-0.0936662343180569,-0.0222439179758424,-0.0397090678173075,-0.016803859483065,-0.0076767521061244
"2.C.8 Public Safety and Security",-0.0294281713627852,0.0848588151246497,-0.168570406613246,-0.0232758400174728,0.0689345808656414
"2.C.9 Communications and Media",-0.0882263373798506,-0.0729577272721145,0.0366731467144027,0.0473760144996,0.250392792624016
"2.C.9 Telecommunications",-0.0427512390496625,0.0454244028623271,0.0433943535006734,0.0169952929031589,0.245205021633852
"4.A.1 Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.0564253744979205,0.167619408099209,0.0566283936521143,-0.0173548930050247,-0.116353473918036
"4.A.1 Getting Information",-0.13214292756023,-0.00241264640836494,0.0742610208856667,-0.080772709834543,-0.0331852548062824
"4.A.1 Identifying Objects, Actions, and Events",-0.0980698355014174,0.0710345638361646,0.00257715119372659,-0.188030278866467,-0.0805642895155017
"4.A.1 Inspecting Equipment, Structures, or Materials",0.0456902547978803,0.196438605288467,-0.107277667400403,-0.0753855862770687,-0.0498996565242013
"4.A.1 Monitoring Processes, Materials, or Surroundings",-0.0440697442376439,0.162668745613653,-0.0806186103559252,-0.175647141164458,-0.0808649320758482
"4.A.2 Analyzing Data or Information",-0.116530345642614,0.0487336271815959,0.15020606436501,-0.0697587050350503,-0.105131692825344
"4.A.2 Developing Objectives and Strategies",-0.125017284611889,0.0570529781681804,-0.0179287953355553,0.00630044076763284,0.0278888710398487
"4.A.2 Evaluating Information to Determine Compliance with Standards",-0.0947440081335327,0.0767592058814123,-0.0104752499817658,-0.0866529760525479,-0.141984374864345
"4.A.2 Judging the Qualities of Objects, Services, or People",-0.098021817823878,0.0857780428027708,-0.0821668228846379,-0.0414900929596614,-0.0565365004061015
"4.A.2 Making Decisions and Solving Problems",-0.125026914578804,0.0870803377895035,0.0122518818984184,-0.0713910939367491,-0.0185690591682047
"4.A.2 Organizing, Planning, and Prioritizing Work",-0.131958244957611,0.0227340897237924,0.0110623839653945,0.0417470439102409,0.0581674493508454
"4.A.2 Processing Information",-0.112455571135739,0.0384204091491898,0.146346356397292,-0.0870074314516616,-0.129103113289106
"4.A.2 Scheduling Work and Activities",-0.119080001605469,0.06816275164856,-0.0758140551737017,0.0686773967352493,0.0425590693434938
"4.A.2 Thinking Creatively",-0.0988696126758051,0.0490726335089873,0.0984993347481514,0.0333381490632628,0.211195396647425
"4.A.2 Updating and Using Relevant Knowledge",-0.118700395772,0.0505719410877064,0.0967433297534989,-0.132933454849587,0.0561538514651801
"4.A.3 Controlling Machines and Processes",0.0808228307134237,0.167309169618164,-0.0943552708456435,-0.0505254315010489,-0.0349529426632835
"4.A.3 Documenting/Recording Information",-0.103790979308665,0.0271912135517923,0.0618461599257009,-0.204281757377156,-0.0716132779580905
"4.A.3 Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.00387138676845382,0.180699581924775,0.0718623840485687,0.0616260483009868,0.124821649897325
"4.A.3 Handling and Moving Objects",0.102325841104048,0.11387933532293,-0.139718350869848,-0.0489660022654797,0.00403062285583463
"4.A.3 Operating Vehicles, Mechanized Devices, or Equipment",0.0598495135623838,0.142685703657833,-0.148915400020474,-0.0141374061159405,0.0464957724934788
"4.A.3 Performing General Physical Activities",0.0878200478417744,0.105281794286959,-0.169384268863287,-0.0575963179075692,0.0521260461674409
"4.A.3 Repairing and Maintaining Electronic Equipment",0.0355360311966303,0.178913969618892,-0.0107004118549785,-0.0543353681513429,0.144487854490049
"4.A.3 Repairing and Maintaining Mechanical Equipment",0.0720484522457085,0.181526344136433,-0.0969931921014915,-0.0331811514319537,0.0595408807232473
"4.A.3 Working with Computers",-0.109250232212478,0.00612977946425402,0.181125658375133,-0.00419472325400716,0.0209489857285058
"4.A.4 Assisting and Caring for Others",-0.0467938115898761,-0.0355259386849516,-0.194640059489561,-0.236173690958965,-0.00720063797272778
"4.A.4 Coaching and Developing Others",-0.118800205593469,0.0488256122073873,-0.120593632140197,0.0174017076854944,-0.00452356278950055
"4.A.4 Communicating with People Outside the Organization",-0.127670788747557,-0.0310067378710923,0.00769132038326865,0.0442269991115966,0.103729211756864
"4.A.4 Communicating with Supervisors, Peers, or Subordinates",-0.123042348156406,0.0448430098733994,0.0180983134929202,-0.000190071610966748,-0.0412986799142883
"4.A.4 Coordinating the Work and Activities of Others",-0.108192998915566,0.0983388136808331,-0.0984564952625135,0.0995513641855663,-0.00351425171908324
"4.A.4 Developing and Building Teams",-0.118122654927032,0.0704061292925619,-0.0911728245767506,0.0648293923966824,-0.0434137665002333
"4.A.4 Establishing and Maintaining Interpersonal Relationships",-0.128374291812121,-0.0621784779117349,-0.0502243177280466,-0.00224425640015227,0.0782195587561235
"4.A.4 Guiding, Directing, and Motivating Subordinates",-0.110499911511339,0.0878813896612539,-0.134800183455719,0.104937175784888,-0.043457558390197
"4.A.4 Interpreting the Meaning of Information for Others",-0.121134508790293,0.0173712740739531,0.0957724849627853,-0.126155780382258,-0.0171180552286448
"4.A.4 Monitoring and Controlling Resources",-0.0928018424053379,0.0841745781112051,-0.119774424740149,0.123100497125203,-0.0959838242717113
"4.A.4 Performing Administrative Activities",-0.117862665462543,-0.0354015985817316,-0.0553430623090931,0.0212340283753488,-0.0459225310513199
"4.A.4 Performing for or Working Directly with the Public",-0.0593171095582883,-0.0929798511468372,-0.145876996612301,-0.0817834686993903,0.127297668638322
"4.A.4 Providing Consultation and Advice to Others",-0.13302352990121,0.0445306820189911,0.0181660377745581,-0.00750688117121908,-0.0124352875864686
"4.A.4 Resolving Conflicts and Negotiating with Others",-0.117898937893845,-0.012039012742286,-0.143506710320218,0.0702316817735589,-0.0147103266047691
"4.A.4 Selling or Influencing Others",-0.0886524962619668,-0.0204610559016294,-0.0552803488566486,0.140741164820647,0.0699328132386323
"4.A.4 Staffing Organizational Units",-0.10957685880466,0.0416288503239846,-0.125954569411095,0.120903671797748,-0.0940978279973605
"4.A.4 Training and Teaching Others",-0.104905656810342,0.0659619444633447,-0.0813648889263501,-0.0926156908865221,0.0034045083539001
