"noc_2021","2.C.3.a - Comp and Elec","2.C.3.b - Eng and Tech","2.C.9.a - Telco","2.B.3.b - Tech Design","2.B.3.e - Programming","4.A.3.b.1 - Inter w Comp","Rank - Tech Design","Rank - Programming","Rank - Comp and Elec","Rank - Inter w Comp","Rank - Eng and Tech","Rank - Telco","harm.rank","harm.rank.digital","harm.rank.no.tel","tech","digital","tech.no.tel","noc_code","noc_name"
11,9.55596666666667,5.75945555555556,3.567,1.83054444444444,1.31111111111111,14.8472222222222,178.5,153.5,265.5,158.5,209.5,130.5,174.314133710485,165.982043717272,186.455471323074,0,NA,NA,"11",""
12,9.55596666666667,5.75945555555556,3.567,1.83054444444444,1.31111111111111,14.8472222222222,178.5,153.5,265.5,158.5,209.5,130.5,174.314133710485,165.982043717272,186.455471323074,0,NA,NA,"12",""
13,9.55596666666667,5.75945555555556,3.567,1.83054444444444,1.31111111111111,14.8472222222222,178.5,153.5,265.5,158.5,209.5,130.5,174.314133710485,165.982043717272,186.455471323074,0,NA,NA,"13",""
14,11.41992,4.324464,3.48472,1.402448,1.211504,14.951616,260,172,200,153,257,138,186.621659830479,163.644545364757,200.349695895324,0,NA,NA,"14",""
15,9.55596666666667,5.75945555555556,3.567,1.83054444444444,1.31111111111111,14.8472222222222,178.5,153.5,265.5,158.5,209.5,130.5,174.314133710485,165.982043717272,186.455471323074,0,NA,NA,"15",""
10010,11.4726888888889,1.75666666666667,2.40588888888889,1.01187777777778,1.19277777777778,19.1833777777778,353,173,197,50,387,267,151.748920524832,117.175537883046,139.634954692401,0,NA,NA,"1001","0"
10011,8.451,1.1537,1.8616,1.54,2.415,11.7504,229,68.5,309,252,427,344,192.618287815539,163.496098851589,176.984011469457,0,NA,NA,"1001","1"
10012,13.635525,6.85,5.495425,2.5,1.75,15.34,97,99,113,140,177,62,104.240497460443,95.8378937774958,119.943806134346,0,NA,NA,"1001","2"
10019,11.14775,1.5888,3.38625,1.324375,0.8064,12.352725,270,266,210,225,394,154,234.533227665889,206.600402415814,261.354328735266,0,NA,NA,"1001","9"
10020,11.16225,1.27669375,3.2846875,0.8547,1.122975,16.4038375,387,193,209,105,422,164,197.677304563876,157.411448927181,205.829994779376,0,NA,NA,"1002","0"
10021,10.0377,1.25125,2.6167,1.5886,1.17375,19.5585,216,179.5,249,42,423,240,136.636464451572,108.268000187419,125.745780445292,0,NA,NA,"1002","1"
10022,14.863536,3.619728,4.48364,2.315052,2.042748,16.856268,120,85,85,94,286,87,105.458256642689,88.6018855135868,109.8155002488,0,NA,NA,"1002","2"
10029,13.1222222222222,2.63933333333333,3.51125555555556,1.49048888888889,1.2175,15.6906222222222,244.5,162,129,128,340,135,166.954072288043,138.254472820192,174.916387744833,0,NA,NA,"1002","9"
10030,18.9135,17.5365,27.048,7.205,4.76,20.9216,12.5,32,37,25,30,1,8.55416752214983,6.72178125966395,24.8246761185753,1,"Digital",1,"1003","0"
11100,12.0992,0.4879,1.674,1.645,1.63,19.4465,209.5,107,174,46,472,361,130.783547112409,102.531051660008,115.969190792377,0,NA,NA,"1110","0"
11102,8.639,0.8775,2.1216,1.3125,1.75,15.0537,281.5,99,297,146,449,307,205.710353019597,170.902345772715,192.897729235919,0,NA,NA,"1110","2"
11103,12.22,3.0652,3.1808,0.9027,2.0996,18.0429,380,83,168,66,316,173,135.520736536513,103.911160922409,129.780662617738,0,NA,NA,"1110","3"
11109,13.29244,2.387968,1.62096,1.246356,2.265648,16.684704,306,73,121,99,358,365,148.201868314866,116.135671712191,132.439528496409,0,NA,NA,"1110","9"
11200,9.5363,1.05681111111111,1.73101666666667,1.54973888888889,1.59413333333333,14.3877333333333,221,109,268,169,436,357,212.187601280704,186.184805887702,196.204862900837,0,NA,NA,"1120","0"
11201,13.106144,5.0784,3.89088,1.5318,2.548352,15.714284,238,66,130,125,231,108,124.573786284876,100.832420068311,128.23829226142,0,NA,NA,"1120","1"
11202,14.0740875,1.78069375,3.4398,1.8739875,1.8140625,16.52355,173,95,103,103,384,144,133.664474725528,109.45712989566,131.606775511592,0,NA,NA,"1120","2"
12010,13.94,2.5181,3.3522,0.93,1.88,17.1201,374.5,93,109.5,83.5,345.5,157.5,138.310488031195,105.731885653239,134.874463310324,0,NA,NA,"1201","0"
12011,13.94,2.5181,3.3522,0.93,1.88,17.1201,374.5,93,109.5,83.5,345.5,157.5,138.310488031195,105.731885653239,134.874463310324,0,NA,NA,"1201","1"
12012,16.016,1.3485,0.648,2.35,1.54,16.9893,114,117.5,61.5,87.5,411.5,479.5,122.600820346393,105.765770624417,106.705027683413,0,NA,NA,"1201","2"
12013,13.00815,7.26835,5.879025,2.02895,1.1242,15.5925,144,192,132,134,166,54,117.247164590101,104.467637571496,151.551306943369,0,NA,NA,"1201","3"
12100,12.54,0.3808,2.3326,1.3125,2.35,16.0083,281.5,71.5,146,113,485,280,155.747433047156,121.48279510448,142.999363737057,0,NA,NA,"1210","0"
12101,7.476,0.5535,1.9206,1.3125,1.0044,15.8795,281.5,215,337,118,468,337,243.682828212413,211.080115161749,230.802004369211,0,NA,NA,"1210","1"
12102,14.4573,7.42235,4.13315,1.421875,0.776875,12.113075,257,272,93,243,159,99,155.740472400001,140.846745749536,175.280959354265,0,NA,NA,"1210","2"
12103,13.203,2.7648,6.1258,1.3125,0.5244,16.5239,281.5,328.5,124,102,332,45,122.385050445925,94.155819678968,183.241030148918,0,NA,NA,"1210","3"
12104,13.6160666666667,0.882,3.03872222222222,0.6716,1.45264444444444,16.8528666666667,422,130,114,95,448,198,165.006200375528,125.900851061363,159.555061880419,0,NA,NA,"1210","4"
12110,17.73555,1.778425,3.5022,0.0636,0.3875,17.0166,491.5,365,48,85,385,136,128.510722363962,95.0850970860898,126.937571579174,0,NA,NA,"1211","0"
12111,16.4391111111111,4.31183333333333,3.77154444444444,3.42,6.24166666666667,19.5734,58,21,56,41,258,116,51.650627571879,41.9485357186619,46.4605924300923,0,NA,NA,"1211","1"
12112,13.1420555555556,3.44102222222222,3.73963333333333,1.8616,2.15944444444444,14.0346,175,77,126,179,296,121,137.944901958819,116.121072750304,141.647450669713,0,NA,NA,"1211","2"
12113,20.4321,3.83416666666667,2.14993333333333,2.71527777777778,8.98277777777778,21.1172888888889,80,12,27,24,275,301,34.9004633452731,25.6494733747416,29.6548947115062,0,NA,NA,"1211","3"
12200,12.2679,0.11,1.608,0.1344,0.5244,17.617,487,328.5,166,74,499,369,206.127895954651,159.623535210387,189.354928125822,0,NA,NA,"1220","0"
12201,11.5814,2.6566,2.963125,0.7791,0.7532,16.894575,393,277,194,92,339,207,201.579337511486,164.705925592421,200.342480349528,0,NA,NA,"1220","1"
12202,8.544,0.871,1.314,1.0044,1.125,12.6567,360,190,301,220,450,421,293.703100977725,259.043609108581,276.868338303869,0,NA,NA,"1220","2"
12203,12.8352,1.2835,1.91295,0.2261,0.556875,15.925,478.5,319,139,115,421,338,228.192643674212,183.163607554797,214.19036181953,0,NA,NA,"1220","3"
13100,14.09325,0.637,2.84325,1.12125,1.63625,14.806775,342.5,106,102,164,463,225,173.378847451961,135.409994191981,165.664293420253,0,NA,NA,"1310","0"
13101,14.35,5.29,7.242,0.3125,0.75,14.07,465.5,285.5,98,178,225,36,113.693571773084,86.570659929093,194.201868922802,0,NA,NA,"1310","1"
13102,10.9472,0.492,1.2654,0.1344,1.0044,13.356,487,215,215,198,471,426,288.54297336543,240.582615135567,270.970262871924,0,NA,NA,"1310","2"
13110,13.5832888888889,0.77,3.1006,0.3125,0.793266666666667,13.7655555555556,465.5,269,115,183,455,193,220.180090040468,174.567175962041,226.287541813365,0,NA,NA,"1311","0"
13111,15.66,0.2622,1.183,1.3125,0.93,18.3112,281.5,241.5,68,64,492,440,143.414154490534,110.288073969611,126.360584680464,0,NA,NA,"1311","1"
13112,16.4486,0.98,2.0493,0.93,0.93,19.2348,374.5,241.5,55,49,440,314,119.793603016534,88.582869774774,106.583574137205,0,NA,NA,"1311","2"
13200,15.3525,1.92,6.11,1.54,2.5944,19.7574,229,64,76,38,377,47,73.314395665877,53.4430788054057,81.9591747401286,0,NA,NA,"1320","0"
13201,18.4122,6.7962,5.9278,3.29,3.5,19.019,61,46,41,55,180,53,58.1870796669598,49.1027811366385,59.1036413519525,0,NA,NA,"1320","1"
14100,9.2440125,0.4828125,1.22728125,0.5077375,0.72234375,11.2306375,450,295,277,267,474,430,345.829545088156,307.053881758124,332.681233265486,0,NA,NA,"1410","0"
14101,11.4235,0.4068,3.626,0.69,0.5244,15.3036,418.5,328.5,199,142,483,126,219.363749780996,174.65781396167,256.702314035808,0,NA,NA,"1410","1"
14102,9.8441,0.2507,1.6065,1.215,1.3125,19.5344,318.5,147,257,44,493,370,147.403676914314,112.516423231569,131.547341655131,0,NA,NA,"1410","2"
14103,9.63648888888889,0.2088,1.53416666666667,0.994133333333333,0.6721,10.7930666666667,367,309,263,280,495,396,336.609362920527,305.546529897891,326.670892730446,0,NA,NA,"1410","3"
14110,13.735,4.5584,2.457,1.3689,5.3436,14.8239,264,27,112,162,246,258,96.1816150127571,73.3140296701133,85.4394434342454,0,NA,NA,"1411","0"
14111,9.52,1.6588,2.7777,0.5244,1.75,17.9451,440.5,99,269,68,390,229,160.57020048184,122.909450766947,151.427930190881,0,NA,NA,"1411","1"
14112,18.81,0.231,0.846,3.29,6.8644,20.5173,61,20,38,28,494,470,46.8694311757408,36.4079964850615,39.7165615955806,0,NA,NA,"1411","2"
14200,13.2343714285714,1.02040408163265,2.44654285714286,0.348804081632653,1.26341224489796,16.3828448979592,458,158,123,106,437,261,187.628015950374,145.367786836407,177.548161713,0,NA,NA,"1420","0"
14201,10.9624875,0.89775,2.31,0.136875,1.212,15.5678625,482,171,214,135,447,284,234.106457787699,187.557181038121,226.033716393539,0,NA,NA,"1420","1"
14202,13.132,0.7638,2.4805,0.75,1.4256,16.039,403,133.5,127,112,456,255,183.673377032464,142.840554171198,173.849955039448,0,NA,NA,"1420","2"
14300,9.9198,0.5125,2.1528,0.5244,0.75,15.6705,440.5,285.5,253,130,470,300,263.488363394326,217.58930834025,257.08071012098,0,NA,NA,"1430","0"
14301,8.7278,0.6432,2.3495,0.3125,0.75,16.6495,465.5,285.5,293,100,461,275,242.678536859101,195.925336417374,236.956976597031,0,NA,NA,"1430","1"
14400,10.8644,4.387,3.9674,1.6544,1.0044,10.27,205.5,215,221,296,255,104,194.970970537405,181.612241585386,235.294089818754,0,NA,NA,"1440","0"
14401,3.999,1.1169,0.9943,0.2261,0.3584,8.0276,478.5,369.5,421.5,351.5,432.5,450,413.439416608066,395.253262512286,406.66575671113,0,NA,NA,"1440","1"
14402,8.7768,5.04,1.0428,1.3125,1.0044,17.8464,281.5,215,291,69,233,447,185.268260908135,162.785955920986,165.819171888078,0,NA,NA,"1440","2"
14403,11.7495,1.4356,2.3302,0.5244,0.69,16.9054,440.5,304,185,91,405,281,215.83698892728,173.380109816594,206.162972588177,0,NA,NA,"1440","3"
14404,8.89305,1.0152,7.9401375,0.75,0.9296875,14.9903,403,248,287,148,438,28,112.284680758522,82.165125842942,263.812598072784,0,NA,NA,"1440","4"
14405,10.131,1.7548,3.193,1.215,0.5244,11.2064,318.5,328.5,245,268,388,170,268.264906800718,240.018711597921,302.700109013284,0,NA,NA,"1440","5"
20010,15.1424,22.9515,5.4492,3.29,2.1056,18.928,61,81,79,58,14,63,42.8372622617088,69.8454805892039,40.1800150116695,0,NA,NA,"2001","0"
20011,15.9984,15.2334,3.61865,5.20875,2.5756,16.47135,30,65,63,104,43,127,58.1969638288011,83.1379164909321,52.473791956913,0,NA,NA,"2001","1"
20012,26.0064,14.6556,9.0792,4.4814,5.3,26.58795,36,28,8,4,46,20,13.5895248643109,10.1726057906459,12.6936578555535,1,"Digital",1,"2001","2"
21100,22.7905125,17.1273375,4.2355,5.2041,6.1793,23.608575,31,23,12,13,31,96,22.8286532745445,19.9672942340771,19.8005439709882,1,"High-Tech",1,"2110","0"
21101,14.5308375,13.3374375,2.89723125,3.338125,3.7407375,19.0112375,59,42,90,56,59,217,66.8827918031393,70.9523789025007,58.7392089836034,0,NA,NA,"2110","1"
21102,16.2855,15.743325,3.31945,1.4175,4.3672,19.4085,258,34,57,47,36,162,57.8764318613583,54.9593152716093,51.2640840864753,0,NA,NA,"2110","2"
21103,19.19,11.4375,6.48,2.5,2.76,21.9252,97,58.5,34,17,93,41,41.2128643388488,32.0658682634731,41.0589644572571,0,NA,NA,"2110","3"
21109,19.355,28.322,2.166,2.625,1.88,18.6455,82,93,32,61,4,299,22.0222369396822,66.2211158053487,18.5791724147692,1,"High-Tech",1,"2110","9"
21110,14.6109,6.81450247933884,2.25677685950413,2.44130082644628,3.67469256198347,17.2867487603306,107,44,88,82,179,291,94.1237855558827,81.7477211806972,82.8896184855789,0,NA,NA,"2111","0"
21111,15.873,9.0792,2.3247,4.24,0.5244,13.4397,37.5,328.5,66,196,125,282,99.2054971558881,150.545810214647,87.8010139676273,0,NA,NA,"2111","1"
21112,10.4504375,5.97526875,2.21119375,0.8731625,1.14261875,9.818375,384,188,233,305,201,294,252.416768811286,246.573948541441,245.333979939285,0,NA,NA,"2111","2"
21120,14.81693125,16.59205625,2.4907875,3.84574375,2.413675,16.9907625,47,70,86,86,33,253,65.7497364016721,97.5371369068896,57.2618893440668,0,NA,NA,"2112","0"
21200,19.24,21.9915,5.496,4,2.35,21.3419,41,71.5,33,20,19,61,33.1927304318148,37.3996236067331,30.3705007480419,0,NA,NA,"2120","0"
21201,16.0366,18.6354,3.8402,2.1056,1.125,19.9272,135,190,60,34,25,114,57.300786240695,67.9161824073571,52.0752221148387,0,NA,NA,"2120","1"
21202,12.8896,3.1104,2.5004,1.8144,2.415,14.688,184.5,68.5,137,165,315,252,149.376635922696,126.536102511118,138.0667971934,0,NA,NA,"2120","2"
21203,18.4052,20.169,7.77,2.176875,4.7925,20.7855,128,30,42,26,23,29,34.2264822306665,31.7752223718189,35.2188272133474,0,NA,NA,"2120","3"
21210,17.29695,3.9627,1.2782125,1.474375,9.2391375,21.84105,247.5,10,50,19,272,423,35.1777056911144,24.5586466437115,29.725794542856,0,NA,NA,"2121","0"
21211,19.6215,11.3354,6.11275,7.175,10.92,23.6421,16,7,31,12,95,46,18.5362613394141,15.7202010050251,16.5336658354115,1,"Digital",1,"2121","1"
21220,25.9695,14.1232,14.378,4.4944,5.895,24.722,34,24,9,10,52,8,15.4059642936539,11.6952155936208,17.9630966424283,1,"Digital",1,"2122","0"
21221,19.7505,7.05375,7.320075,5.8072,6.2336,19.359375,24,22,29,48,172,35,35.1333552529559,32.0006309894704,34.9650094652702,0,NA,NA,"2122","1"
21222,22.3844,8.94125,3.8632,8.42875,12.2286,23.037975,6,5,14,15,127,111,13.1743179219082,13.125,11.1981336443926,1,"Digital",1,"2122","2"
21223,22.07733125,6.6176,6.34764375,5.48625,11.05125,26.3473375,26,6,17,7,191,42,15.4275798996465,11.5384001064821,13.6739769387294,1,"Digital",1,"2122","3"
21230,26.3084444444445,14.5707222222222,4.73537777777778,6.45833333333333,17.6682666666667,26.3017777777778,21,3,6,8,47,81,10.301291226533,7.74948434277142,8.76798987822236,1,"Digital",1,"2123","0"
21232,29.9992,14.4005,4.968,6.545,23.18,29.6505,20,1,2,2,50,73,4.80997754445591,3.38931297709924,4.0522133938706,1,"Digital",1,"2123","2"
21233,22.2025,11.36,7.56,5.355,8.9856,26.46,28,11,15,6,94,33,16.5238585168713,12.5745734727573,14.9835383086381,1,"Digital",1,"2123","3"
21234,27.541875,10.67825,5.09085,6.2475,20.245775,26.49185,23,2,4,5,100,69,7.83439784532513,5.6,6.65276100559886,1,"Digital",1,"2123","4"
21300,12.3581333333333,24.6108444444444,2.10821111111111,5.3475,4.3384,15.7929111111111,29,35,162,123,10,308,35.4074353053627,88.4691339370874,30.0806726084745,0,NA,NA,"2130","0"
21301,20.43365625,30.01814375,6.1763625,12.37285,7.3823375,21.1453375,1,15,26,23,2,44,6.01950766372503,24.4759206798867,5.13064133016627,1,"High-Tech",1,"2130","1"
21310,27.3013888888889,26.6083555555556,9.16037777777778,6.98568888888889,5.53777777777778,23.1591555555556,17,26,5,14,6,19,11.5655277919429,12.485549132948,10.665914221219,1,"Digital",1,"2131","0"
21311,30.8924,24.48615,12.368,6.4125,10.0989,29.99905,22,8,1,1,11,11,4.54113345521024,3.34883720930233,4.0390243902439,1,"Digital",1,"2131","1"
21320,21.0160222222222,31.5414,3.44822222222222,10.2317333333333,7.10437777777778,21.2281333333333,4,17,23,22,1,142,7.07803005470742,27.0831165117941,5.94742134750754,1,"High-Tech",1,"2132","0"
21321,14.4585,22.7501875,4.533875,7.22235,3.21835,17.38839375,11,50,92,81,16,85,30.5591681471475,73.8231297922212,27.0690915165055,0,NA,NA,"2132","1"
21322,15.717,23.3805,2.31,7.5456,3.29,17.835,8,48.5,67,70,12,285,24.9456288059802,76.2065694303489,21.0946790358753,1,"High-Tech",1,"2132","2"
21330,12.6765,25.2108,2.5988,7.2,7.86,20.14,14.5,13.5,143.5,32.5,8.5,243.5,21.4587711840309,36.4210298524983,18.1477686347039,1,"High-Tech",1,"2133","0"
21331,12.6765,25.2108,2.5988,7.2,7.86,20.14,14.5,13.5,143.5,32.5,8.5,243.5,21.4587711840309,36.4210298524983,18.1477686347039,1,"High-Tech",1,"2133","1"
21332,14.1102,23.1,3.08,5.0625,2.1056,19.1376,32.5,81,101,51,13,196,40.6544629766822,86.381978519644,35.0854712556814,0,NA,NA,"2133","2"
21390,17.787,29.036,2.9172,12.1875,3.71,25.9616,2,43,47,9,3,212,8.2013286759183,26.9804598942027,6.87858259510161,1,"High-Tech",1,"2139","0"
21399,17.0988532544379,26.407299408284,5.25289940828402,6.93682189349112,4.37222485207101,18.6326715976331,18,33,52,62,7,64,23.3309704753739,50.2908568614856,20.6795905678946,1,"High-Tech",1,"2139","9"
22100,15.1697777777778,14.5436,3.136,4.11444444444444,2.74666666666667,15.5999444444444,39,60,78,133,48,188,68.7966683963121,95.6815053652588,61.0332785353165,0,NA,NA,"2210","0"
22101,14.9926666666667,14.5295222222222,3.224,1.63271111111111,1.89,13.6090888888889,211,91,82,189,49,167,101.95363908555,117.18762530518,94.5217160250238,0,NA,NA,"2210","1"
22110,12.312,2.4156,0.7975,2.5944,3.29,14.924,84.5,48.5,164,155,356,472,121.743181056008,114.985325818767,105.999779251137,0,NA,NA,"2211","0"
22111,9.8549,4.6535,3.1141,1.3125,0.75,13.3227,281.5,285.5,256,200,243,192,238.32119711059,228.077172199594,250.065516883914,0,NA,NA,"2211","1"
22112,11.3271666666667,8.72271111111111,5.96004444444444,1.8054,1.57422222222222,11.0965111111111,187,111,201,275,130,52,121.647308598414,109.980210838909,164.176699328499,0,NA,NA,"2211","2"
22113,10.7968,10.4025305555556,2.660025,2.198175,2.61020833333333,13.5111222222222,124,62,225,192,104,238,127.153525818254,134.847026250879,116.271089492707,0,NA,NA,"2211","3"
22114,3.9788,4.6284,0.957,1.0044,0,0.375,360,467,423,499,244,455,386.101854120147,460.393224948663,374.617184552195,0,NA,NA,"2211","4"
22210,18.2299,22.7936,3.4402,1.75,2.9664,20.511,193,55,44,29,15,143,40.5373134328358,49.7777777777778,35.4440658304937,0,NA,NA,"2221","0"
22211,18.915,26.649,2.436,11.2944,2.82,16.206,3,57,36,109,5,263,12.6632006687618,69.9946874884175,10.6377098085398,1,"High-Tech",1,"2221","1"
22212,18.2514081632653,22.7206857142857,3.15432653061224,2.38011836734694,2.67178775510204,20.3169428571429,110,61,43,31,17,180,42.7973087259523,52.8882491949899,37.1275541378105,0,NA,NA,"2221","2"
22213,21.082,13.4016,2.88,1.94,3.1428,16.8516,157,51,22,96,57,220,59.3391467096691,51.5841523301358,51.7658353014207,0,NA,NA,"2221","3"
22214,23.45503125,11.9279,3.24303125,3.89295,7.00435625,21.2772,46,19,11,21,68,166,27.2053011463882,21.6478444466267,23.303805902873,0,NA,1,"2221","4"
22220,28.93825,15.576825,15.03596875,6.7275375,9.28163125,28.5968,19,9,3,3,37,6,7.32446076181735,5.38461538461538,7.39299610894942,1,"Digital",1,"2222","0"
22221,26.1118,10.4412,7.0805,3.13,3.5722,19.8679,67,45,7,36,103,39,26.895285627716,20.1241501625776,25.2413802359446,0,NA,NA,"2222","1"
22222,22.7058,11.8338,3.0051,7.205,13.125,23.7165,12.5,4,13,11,72,204,13.4104386543894,11.1222347812046,11.29855134179,1,"Digital",1,"2222","2"
22230,8.556,9.3155,1.6168,1.96875,1.41375,10.1437,150.5,138,300,297,119,367,190.33363274719,241.114919105911,173.57373346698,0,NA,NA,"2223","0"
22231,10.3269,10.369375,4.94203125,1.1925,0.493125,9.27045,327,338.5,238,321,105,74,166.429621576336,169.717826065506,220.090365002377,0,NA,NA,"2223","1"
22232,11.193,4.1128,1.58415,1.54,2.10625,12.92,229,79,206,212,266,371,182.887407903274,161.852069357129,166.008729833637,0,NA,NA,"2223","2"
22233,10.8924,15.351,4.64,1.88,1.4256,10.35,166.5,133.5,218,291,39,82,102.662107422321,145.592171940396,107.768001449271,0,NA,NA,"2223","3"
22300,16.60605,18.37085,5.2015,2.060775,2.1825,15.46905,141,76,53,137,28,67,63.1693298405102,74.8253893373068,62.2844021845266,0,NA,NA,"2230","0"
